grade,area,axis,content_number,content_text,source_year
1,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",1,"Reconocer las estructuras de las plantas con semillas: raíz, tallo, hojas, flores, frutos y semillas.",2026
1,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",2,"Reconocer la estructura de los animales vertebrados: cabeza, tronco y extremidades.",2026
1,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",3,"Distinguir las clases de vertebrados: peces, anfibios, reptiles, aves y mamíferos.",2026
1,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",4,Aproximarse a la estructura anatómica del organismo humano y reconocer semejanzas y diferencias con otros vertebrados.,2026
1,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",5,Acercarse al laboratorio escolar: reconocer necesidades mínimas y normas básicas de seguridad.,2026
1,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",6,"Explorar materiales simples y seguros (lupas de mano, goteros, vasos plásticos y otros).",2026
1,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",7,Valorar los aportes de las mujeres científicas en las ciencias biológicas y de la salud. [ESI],2026
1,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",8,Reconocer la naturaleza y su diversidad biológica como patrimonio local y proponer acciones para su conservación. [EAI],2026
1,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",9,Aproximarse a saberes interculturales sobre la flora y la fauna del entorno próximo. [EI],2026
1,Ciencias Naturales,"Materiales: composición, propiedades y cambios",10,Reconocer características de los sólidos.,2026
1,Ciencias Naturales,"Materiales: composición, propiedades y cambios",11,"Explorar propiedades físicas de los sólidos: propiedades organolépticas, maleabilidad, elasticidad y dureza.",2026
1,Ciencias Naturales,"Materiales: composición, propiedades y cambios",12,"Diferenciar materia, materiales y objetos; describir, comparar y clasificar materiales por origen, composición y usos.",2026
1,Ciencias Naturales,"Materiales: composición, propiedades y cambios",13,"Reconocer las principales familias de materiales: metales, plásticos, cerámicos y biomateriales.",2026
1,Ciencias Naturales,"Materiales: composición, propiedades y cambios",14,Explorar propiedades del agua y reconocer su relevancia en fenómenos naturales.,2026
1,Ciencias Naturales,"Materiales: composición, propiedades y cambios",15,"Reconocer usos, cuidados y significados culturales del agua. [EAI, EI]",2026
1,Ciencias Naturales,"Materiales: composición, propiedades y cambios",16,"Analizar usos de los materiales y su impacto en el entorno próximo; aproximarse a la cultura de las R. [EAI, CDP]",2026
1,Ciencias Naturales,"Los fenómenos del mundo físico: movimiento, fuerzas, energía, luz y sonido",17,Reconocer fenómenos mecánicos y diferenciar movimientos de rotación y traslación.,2026
1,Ciencias Naturales,"Los fenómenos del mundo físico: movimiento, fuerzas, energía, luz y sonido",18,Identificar movimientos en objetos del entorno cercano.,2026
1,Ciencias Naturales,"Los fenómenos del mundo físico: movimiento, fuerzas, energía, luz y sonido",19,Reconocer normas de seguridad y explorar materiales simples y seguros en actividades experimentales.,2026
1,Ciencias Naturales,"Los fenómenos del mundo físico: movimiento, fuerzas, energía, luz y sonido",20,Valorar los aportes de las mujeres científicas en el campo de la Física. [ESI],2026
1,Ciencias Naturales,"Los fenómenos del mundo físico: movimiento, fuerzas, energía, luz y sonido",21,"Reconocer cosmovisiones y saberes culturales acerca de la luz, el espacio y el tiempo. [EI]",2026
1,Ciencias Naturales,"La Tierra, el universo y sus cambios",22,Observar las formas y componentes de los paisajes.,2026
1,Ciencias Naturales,"La Tierra, el universo y sus cambios",23,"Clasificar paisajes: terrestre/celeste, marino/submarino, montaña/llanura y urbano/rural. [EAI]",2026
1,Ciencias Naturales,"La Tierra, el universo y sus cambios",24,Aproximarse a las nociones de horizonte y contorno.,2026
1,Ciencias Naturales,"La Tierra, el universo y sus cambios",25,"Identificar la Tierra y distinguir el Sol, la Luna y las estrellas.",2026
1,Ciencias Naturales,"La Tierra, el universo y sus cambios",26,Diferenciar el cielo diurno y nocturno. [EI],2026
1,Ciencias Naturales,"La Tierra, el universo y sus cambios",27,Valorar los aportes de las mujeres científicas en las ciencias de la Tierra y la Astronomía. [ESI],2026
1,Ciencias Naturales,"La Tierra, el universo y sus cambios",28,"Reconocer impactos de actividades humanas en paisajes cercanos y acciones para su cuidado. [EAI, CDP, EI]",2026
1,Ciencias Naturales,"La Tierra, el universo y sus cambios",29,Conocer formas de observación y representación del cielo en diversas culturas. [EI],2026
1,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",30,"Reconocer animales domésticos —de compañía y de granja—, sus vínculos y cuidados. [EAI, EI]",2026
1,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",31,"Comprender al ser humano como totalidad, con necesidades de afecto, cuidado y valoración. [ESI, ECD, EI]",2026
1,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",32,"Aproximarse a la idea de salud y reconocer acciones de promoción y prevención: higiene, afecto, educación, vacunación, alimentación, descanso y recreación. [ESI, ECD, EI]",2026
1,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",33,"Conocer y respetar la diversidad de los cuerpos. [ESI, EI]",2026
2,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",1,"Clasificar plantas y animales según formas de vida, hábitat, esqueleto, alimentación, reproducción y temperatura corporal.",2026
2,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",2,Reconocer roles de plantas y animales en los ecosistemas.,2026
2,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",3,"Reconocer interacciones entre seres vivos: relaciones tróficas, parasitismo y comensalismo.",2026
2,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",4,Relacionar adaptaciones anatómicas y comportamientos de plantas y animales con su alimentación y hábitat.,2026
2,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",5,Reconocer movimientos de respuesta en plantas y animales: taxismos y tropismos.,2026
2,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",6,"Reconocer cambios del organismo humano: peso, talla y dentición. [ESI]",2026
2,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",7,Acercarse al laboratorio escolar: reconocer necesidades mínimas y normas básicas de seguridad.,2026
2,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",8,"Explorar materiales simples y seguros (lupas de mano, goteros, vasos plásticos y otros).",2026
2,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",9,Valorar los aportes de las mujeres científicas en las ciencias biológicas y de la salud. [ESI],2026
2,Ciencias Naturales,"Materiales: composición, propiedades y cambios",10,Reconocer características de los líquidos.,2026
2,Ciencias Naturales,"Materiales: composición, propiedades y cambios",11,"Explorar propiedades físicas de los líquidos: propiedades organolépticas, solubilidad y fluidez.",2026
2,Ciencias Naturales,"Materiales: composición, propiedades y cambios",12,"Diferenciar materia, materiales y objetos; describir, comparar y clasificar materiales por origen, composición y usos.",2026
2,Ciencias Naturales,"Materiales: composición, propiedades y cambios",13,"Reconocer las principales familias de materiales: metales, plásticos, cerámicos y biomateriales.",2026
2,Ciencias Naturales,"Materiales: composición, propiedades y cambios",14,Explorar propiedades del agua y reconocer su relevancia en fenómenos naturales.,2026
2,Ciencias Naturales,"Materiales: composición, propiedades y cambios",15,"Reconocer usos, cuidados y significados culturales del agua. [EAI, EI]",2026
2,Ciencias Naturales,"Materiales: composición, propiedades y cambios",16,"Analizar usos de los materiales y su impacto en el entorno próximo; aproximarse a la cultura de las R. [EAI, CDP]",2026
2,Ciencias Naturales,"Los fenómenos del mundo físico: movimiento, fuerzas, energía, luz y sonido",17,Reconocer trayectorias rectilíneas y curvilíneas de objetos en movimiento.,2026
2,Ciencias Naturales,"Los fenómenos del mundo físico: movimiento, fuerzas, energía, luz y sonido",18,"Reconocer la luz como fenómeno natural, identificar fuentes luminosas y diferenciar sombra de oscuridad.",2026
2,Ciencias Naturales,"Los fenómenos del mundo físico: movimiento, fuerzas, energía, luz y sonido",19,"Reconocer fenómenos sonoros, la producción de sonidos por percusión, vibración y fricción, y diferenciar sonido de ruido.",2026
2,Ciencias Naturales,"Los fenómenos del mundo físico: movimiento, fuerzas, energía, luz y sonido",20,Reconocer normas de seguridad y explorar materiales simples y seguros en actividades experimentales.,2026
2,Ciencias Naturales,"Los fenómenos del mundo físico: movimiento, fuerzas, energía, luz y sonido",21,Valorar los aportes de las mujeres científicas en el campo de la Física. [ESI],2026
2,Ciencias Naturales,"Los fenómenos del mundo físico: movimiento, fuerzas, energía, luz y sonido",22,"Reconocer cosmovisiones y saberes culturales acerca de la luz, el espacio y el tiempo. [EI]",2026
2,Ciencias Naturales,"La Tierra, el universo y sus cambios",23,Reconocer paisajes naturales continentales y oceánicos.,2026
2,Ciencias Naturales,"La Tierra, el universo y sus cambios",24,"Observar y describir geoformas: montañas, valles, volcanes y playas. [EAI]",2026
2,Ciencias Naturales,"La Tierra, el universo y sus cambios",25,Identificar puntos cardinales para orientarse y ubicar objetos en el paisaje. [EI],2026
2,Ciencias Naturales,"La Tierra, el universo y sus cambios",26,Identificar constelaciones. [EI],2026
2,Ciencias Naturales,"La Tierra, el universo y sus cambios",27,Relacionar el movimiento aparente del Sol y el día y la noche con la rotación terrestre. [EI],2026
2,Ciencias Naturales,"La Tierra, el universo y sus cambios",28,Observar variaciones en tamaño y dirección de las sombras. [EI],2026
2,Ciencias Naturales,"La Tierra, el universo y sus cambios",29,Valorar los aportes de las mujeres científicas en las ciencias de la Tierra y la Astronomía. [ESI],2026
2,Ciencias Naturales,"La Tierra, el universo y sus cambios",30,"Reconocer impactos de actividades humanas en paisajes cercanos y acciones para su cuidado. [EAI, CDP, EI]",2026
2,Ciencias Naturales,"La Tierra, el universo y sus cambios",31,Conocer formas de observación y representación del cielo en diversas culturas. [EI],2026
2,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",32,Reconocer la naturaleza y su diversidad biológica como patrimonio local y proponer acciones para su conservación. [EAI],2026
2,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",33,Aproximarse a saberes interculturales sobre la flora y la fauna del entorno próximo. [EI],2026
2,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",34,"Reconocer animales domésticos —de compañía y de granja—, sus vínculos y cuidados. [EAI, EI]",2026
2,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",35,"Comprender al ser humano como totalidad, con necesidades de afecto, cuidado y valoración. [ESI, ECD, EI]",2026
2,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",36,"Aproximarse a la idea de salud y reconocer acciones de promoción y prevención: higiene, afecto, educación, vacunación, alimentación, descanso y recreación. [ESI, ECD, EI]",2026
2,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",37,"Conocer y respetar la diversidad de los cuerpos. [ESI, EI]",2026
3,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",1,Relacionar estructura y función del organismo humano.,2026
3,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",2,Aproximarse a las funciones de nutrición y relación mediante situaciones cotidianas.,2026
3,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",3,Acercarse al laboratorio escolar: reconocer necesidades mínimas y normas básicas de seguridad.,2026
3,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",4,"Explorar materiales simples y seguros (lupas de mano, goteros, vasos plásticos y otros).",2026
3,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",5,Valorar los aportes de las mujeres científicas en las ciencias biológicas y de la salud. [ESI],2026
3,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",6,Reconocer la naturaleza y su diversidad biológica como patrimonio local y proponer acciones para su conservación. [EAI],2026
3,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",7,Aproximarse a saberes interculturales sobre la flora y la fauna del entorno próximo. [EI],2026
3,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",8,"Reconocer animales domésticos —de compañía y de granja—, sus vínculos y cuidados. [EAI, EI]",2026
3,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",9,"Comprender al ser humano como totalidad, con necesidades de afecto, cuidado y valoración. [ESI, ECD, EI]",2026
3,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",10,"Aproximarse a la idea de salud y reconocer acciones de promoción y prevención: higiene, afecto, educación, vacunación, alimentación, descanso y recreación. [ESI, ECD, EI]",2026
3,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",11,"Conocer y respetar la diversidad de los cuerpos. [ESI, EI]",2026
3,Ciencias Naturales,"Materiales: composición, propiedades y cambios",12,Reconocer características de los gases.,2026
3,Ciencias Naturales,"Materiales: composición, propiedades y cambios",13,"Explorar propiedades físicas de los gases: propiedades organolépticas, compresibilidad y fluidez.",2026
3,Ciencias Naturales,"Materiales: composición, propiedades y cambios",14,"Diferenciar materia, materiales y objetos; describir, comparar y clasificar materiales por origen, composición y usos.",2026
3,Ciencias Naturales,"Materiales: composición, propiedades y cambios",15,"Reconocer las principales familias de materiales: metales, plásticos, cerámicos y biomateriales.",2026
3,Ciencias Naturales,"Materiales: composición, propiedades y cambios",16,Explorar propiedades del agua y reconocer su relevancia en fenómenos naturales.,2026
3,Ciencias Naturales,"Materiales: composición, propiedades y cambios",17,"Reconocer usos, cuidados y significados culturales del agua. [EAI, EI]",2026
3,Ciencias Naturales,"Los fenómenos del mundo físico: movimiento, fuerzas, energía, luz y sonido",18,Diferenciar calor y temperatura; reconocer procesos de calentamiento y enfriamiento.,2026
3,Ciencias Naturales,"Los fenómenos del mundo físico: movimiento, fuerzas, energía, luz y sonido",19,Aproximarse a los cambios de estado: fusión y solidificación.,2026
3,Ciencias Naturales,"Los fenómenos del mundo físico: movimiento, fuerzas, energía, luz y sonido",20,Reconocer la reversibilidad de cambios de estado por variaciones de temperatura.,2026
3,Ciencias Naturales,"Los fenómenos del mundo físico: movimiento, fuerzas, energía, luz y sonido",21,Usar el termómetro como instrumento para medir temperatura.,2026
3,Ciencias Naturales,"Los fenómenos del mundo físico: movimiento, fuerzas, energía, luz y sonido",22,Reconocer normas de seguridad y explorar materiales simples y seguros en actividades experimentales.,2026
3,Ciencias Naturales,"Los fenómenos del mundo físico: movimiento, fuerzas, energía, luz y sonido",23,Valorar los aportes de las mujeres científicas en el campo de la Física. [ESI],2026
3,Ciencias Naturales,"La Tierra, el universo y sus cambios",24,Reconocer características que definen una geoforma y relacionarlas con tipos de suelo.,2026
3,Ciencias Naturales,"La Tierra, el universo y sus cambios",25,Reconocer las fases de la Luna y registrar cambios en su aspecto y ubicación. [EI],2026
3,Ciencias Naturales,"La Tierra, el universo y sus cambios",26,"Reconocer elementos del estado del tiempo: temperatura, nubosidad y precipitaciones.",2026
3,Ciencias Naturales,"La Tierra, el universo y sus cambios",27,"Clasificar nubes según altura, estructura y morfología.",2026
3,Ciencias Naturales,"La Tierra, el universo y sus cambios",28,Reconocer el aire como mezcla y su movimiento; aproximarse a la noción de atmósfera. [EI],2026
3,Ciencias Naturales,"La Tierra, el universo y sus cambios",29,Reconocer viento y precipitaciones y aproximarse al uso de anemómetro y pluviómetro. [EI],2026
3,Ciencias Naturales,"La Tierra, el universo y sus cambios",30,Valorar los aportes de las mujeres científicas en las ciencias de la Tierra y la Astronomía. [ESI],2026
3,Ciencias Naturales,"La Tierra, el universo y sus cambios",31,"Reconocer impactos de actividades humanas en paisajes cercanos y acciones para su cuidado. [EAI, CDP, EI]",2026
3,Ciencias Naturales,"La Tierra, el universo y sus cambios",32,Conocer formas de observación y representación del cielo en diversas culturas. [EI],2026
4,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",1,"Caracterizar ecosistemas terrestres y reconocer biomas de Santa Fe: bosque chaqueño, espinal y pastizal pampeano. [EAI, EI]",2026
4,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",2,"Reconocer flora y fauna asociadas a los biomas santafesinos. [EAI, EI]",2026
4,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",3,Comprender a los seres vivos como sistemas abiertos en relación con el entorno.,2026
4,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",4,"Caracterizar, clasificar y reconocer nociones básicas de reproducción de plantas, hongos y animales macroscópicos.",2026
4,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",5,Aproximarse a la célula como unidad fundamental de los seres vivos.,2026
4,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",6,Caracterizar y clasificar microorganismos y reconocer nociones básicas de su reproducción.,2026
4,Ciencias Naturales,"Materiales: composición, propiedades y cambios",7,Reconocer masa y volumen como propiedades generales de la materia.,2026
4,Ciencias Naturales,"Materiales: composición, propiedades y cambios",8,"Diferenciar masa, peso, densidad y peso específico.",2026
4,Ciencias Naturales,"Materiales: composición, propiedades y cambios",9,Reconocer mezclas homogéneas y soluciones; distinguir soluto y solvente.,2026
4,Ciencias Naturales,"Materiales: composición, propiedades y cambios",10,"Aplicar métodos de fraccionamiento: evaporación, cristalización, destilación y cromatografía.",2026
4,Ciencias Naturales,"Los fenómenos del mundo físico: movimiento, fuerzas, energía, luz y sonido",11,"Comprender la fuerza como interacción capaz de torcer, aplastar, comprimir, rayar, estirar o deformar.",2026
4,Ciencias Naturales,"Los fenómenos del mundo físico: movimiento, fuerzas, energía, luz y sonido",12,Reconocer la resistencia de los objetos a la acción mecánica.,2026
4,Ciencias Naturales,"La Tierra, el universo y sus cambios",13,"Reconocer la Tierra como cuerpo cósmico: forma, tamaño y hemisferios.",2026
4,Ciencias Naturales,"La Tierra, el universo y sus cambios",14,Usar nociones de latitud y longitud. [EI],2026
4,Ciencias Naturales,"La Tierra, el universo y sus cambios",15,"Caracterizar geósfera, hidrósfera y atmósfera como subsistemas terrestres.",2026
4,Ciencias Naturales,"La Tierra, el universo y sus cambios",16,"Reconocer propiedades, abundancia y disponibilidad del agua. [CDP, EAI, EI]",2026
4,Ciencias Naturales,"La Tierra, el universo y sus cambios",17,"Reconocer capas, composición e importancia de la atmósfera y acciones para su cuidado. [EAI]",2026
5,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",1,Caracterizar ecosistemas acuáticos continentales y marinos.,2026
5,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",2,"Reconocer humedales santafesinos y cursos de agua leníticos y lóticos, con su flora y fauna. [EAI, EI]",2026
5,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",3,"Valorar los sitios Ramsar de Santa Fe y su importancia para la diversidad biológica y cultural. [EAI, EI]",2026
5,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",4,"Explicar el rol productor de las plantas: nutrición vegetal, fotosíntesis y respiración.",2026
5,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",5,"Explicar el rol consumidor de los animales y reconocer dietas herbívoras, carnívoras, carroñeras y omnívoras.",2026
5,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",6,Explicar el rol de hongos y bacterias en la descomposición.,2026
5,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",7,"Interpretar cadenas y redes tróficas y relaciones de depredación, herbivorismo, parasitismo, competencia y comensalismo.",2026
5,Ciencias Naturales,"Materiales: composición, propiedades y cambios",8,Reconocer mezclas heterogéneas y clasificarlas según el tamaño de partículas; aproximarse al efecto Tyndall.,2026
5,Ciencias Naturales,"Materiales: composición, propiedades y cambios",9,"Aplicar métodos de separación: tamización, filtración, imantación y decantación.",2026
5,Ciencias Naturales,"Materiales: composición, propiedades y cambios",10,"Reconocer transformaciones físicas por temperatura, presión o fuerzas mecánicas.",2026
5,Ciencias Naturales,"Los fenómenos del mundo físico: movimiento, fuerzas, energía, luz y sonido",11,Explorar fuerzas magnéticas y electrostáticas: atracción y repulsión.,2026
5,Ciencias Naturales,"Los fenómenos del mundo físico: movimiento, fuerzas, energía, luz y sonido",12,"Caracterizar imanes, campo y polos magnéticos; relacionar polos magnéticos y geográficos y usar la brújula. [ECD]",2026
5,Ciencias Naturales,"Los fenómenos del mundo físico: movimiento, fuerzas, energía, luz y sonido",13,Aproximarse a la carga eléctrica y al uso del electroscopio.,2026
5,Ciencias Naturales,"La Tierra, el universo y sus cambios",14,"Comprender placas tectónicas, deriva continental y dinámica de la corteza.",2026
5,Ciencias Naturales,"La Tierra, el universo y sus cambios",15,Explicar formación de montañas y catástrofes naturales; aproximarse al uso del sismógrafo. [EAI],2026
5,Ciencias Naturales,"La Tierra, el universo y sus cambios",16,"Reconocer presentaciones, ubicación y movimientos del agua terrestre y explicar el ciclo hidrológico.",2026
5,Ciencias Naturales,"La Tierra, el universo y sus cambios",17,Explicar la erosión del paisaje por acción del agua.,2026
6,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",1,"Explicar la nutrición humana integrando sistemas digestivo, circulatorio, respiratorio, urinario y otras vías de excreción.",2026
6,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",2,"Diferenciar comida, alimento y nutriente; interpretar las Guías Alimentarias para la Población Argentina.",2026
6,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",3,"Analizar alimentación, cultura, seguridad y soberanía alimentaria y la Ley 27.642. [EAI, ESI, EI, CDP]",2026
6,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",4,"Analizar dietas saludables y estereotipos corporales de belleza en relación con la salud. [ESI, EI, EAI]",2026
6,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",5,"Aproximarse a funciones de reproducción, relación y control y reconocer cambios de la pubertad.",2026
6,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",6,"Relacionar crecimiento, desarrollo y maduración con la alimentación.",2026
6,Ciencias Naturales,"Materiales: composición, propiedades y cambios",7,"Reconocer transformaciones químicas: reacción química, oxidación, corrosión y combustión.",2026
6,Ciencias Naturales,"Materiales: composición, propiedades y cambios",8,Relacionar transformaciones físicas y químicas con la conservación de la materia.,2026
6,Ciencias Naturales,"Materiales: composición, propiedades y cambios",9,"Clasificar materiales conductores, aislantes y magnéticos y reconocer usos de metales, cerámicos, plásticos, fibras y biomateriales.",2026
6,Ciencias Naturales,"Materiales: composición, propiedades y cambios",10,"Caracterizar los estados sólido, líquido y gaseoso y explicar cambios de estado por temperatura.",2026
6,Ciencias Naturales,"Los fenómenos del mundo físico: movimiento, fuerzas, energía, luz y sonido",11,Interpretar el peso como fuerza gravitatoria y usar el dinamómetro.,2026
6,Ciencias Naturales,"Los fenómenos del mundo físico: movimiento, fuerzas, energía, luz y sonido",12,"Explicar caída libre, rozamiento del aire, empuje, flotabilidad y densidad.",2026
6,Ciencias Naturales,"Los fenómenos del mundo físico: movimiento, fuerzas, energía, luz y sonido",13,"Diferenciar fuentes y formas de energía; reconocer transferencias y conversiones. [EAI, EI]",2026
6,Ciencias Naturales,"Los fenómenos del mundo físico: movimiento, fuerzas, energía, luz y sonido",14,"Medir temperatura y describir parámetros del sonido: altura, intensidad, timbre y duración. [ECD]",2026
6,Ciencias Naturales,"La Tierra, el universo y sus cambios",15,Diferenciar tiempo meteorológico y clima; usar instrumentos meteorológicos.,2026
6,Ciencias Naturales,"La Tierra, el universo y sus cambios",16,"Reconocer climas y zonas climáticas de Santa Fe, Argentina y América.",2026
6,Ciencias Naturales,"La Tierra, el universo y sus cambios",17,"Explicar rotación, traslación, estaciones y movimientos aparentes del cielo. [EI]",2026
6,Ciencias Naturales,"La Tierra, el universo y sus cambios",18,Modelizar el sistema solar y reconocerlo como parte de la Vía Láctea.,2026
6,Ciencias Naturales,"La Tierra, el universo y sus cambios",19,"Describir el Sol, tipos y ciclos de estrellas y cúmulos estelares.",2026
6,Ciencias Naturales,"La Tierra, el universo y sus cambios",20,"Analizar impactos humanos en subsistemas terrestres y acciones de cuidado. [EAI, CDP]",2026
7,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",1,"Reconocer niveles de organización químico, biológico y ecológico y sus propiedades emergentes.",2026
7,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",2,"Explicar características comunes de los seres vivos: organización celular, metabolismo, crecimiento, homeostasis, irritabilidad, reproducción y adaptación.",2026
7,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",3,Comparar modelos celulares procariota y eucariota y relacionar estructura y función.,2026
7,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",4,"Reconocer diversidad celular y funciones de nutrición, reproducción, relación y control. [ESI]",2026
7,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",5,Analizar la salud en contextos sociohistóricos y cuestiones sanitarias actuales.,2026
7,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",6,"Aplicar nociones básicas de primeros auxilios: PAS, curaciones, RCP, Heimlich, hemorragias y PLS. [CDP]",2026
7,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",7,"Explicar sistemas inmune, ósteoartromuscular, nervioso y endocrino y los órganos de los sentidos.",2026
7,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",8,"Analizar consumos problemáticos y adicciones y sus consecuencias. [ESI, ECD]",2026
7,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",9,"Comparar reproducción asexual y sexual y explicar la reproducción humana. [ESI, EI, EAI, CDP]",2026
7,Ciencias Naturales,"Los seres vivos: unidad, diversidad, interacciones y cambios",10,"Analizar salud sexual y reproductiva, anticoncepción, ITS, vínculos, intimidad y derechos sexuales y reproductivos. [ESI, EI, CDP]",2026
7,Ciencias Naturales,"Materiales: composición, propiedades y cambios",11,Explicar estados de agregación mediante primeras nociones de teoría cinético-molecular.,2026
7,Ciencias Naturales,"Materiales: composición, propiedades y cambios",12,"Aproximarse al modelo atómico, partículas subatómicas y organización de la tabla periódica.",2026
7,Ciencias Naturales,"Materiales: composición, propiedades y cambios",13,"Reconocer elementos químicos de impacto en la salud y el ambiente. [EAI, CDP]",2026
7,Ciencias Naturales,"Materiales: composición, propiedades y cambios",14,"Analizar nanotecnología, sistemas materiales y transformaciones químicas de alimentos.",2026
7,Ciencias Naturales,"Materiales: composición, propiedades y cambios",15,Reconocer macro y micronutrientes y determinarlos cualitativamente en muestras.,2026
7,Ciencias Naturales,"Los fenómenos del mundo físico: movimiento, fuerzas, energía, luz y sonido",16,Clasificar fuentes de energía y reconocer reservas energéticas de Santa Fe y Argentina. [EAI],2026
7,Ciencias Naturales,"Los fenómenos del mundo físico: movimiento, fuerzas, energía, luz y sonido",17,"Explicar manifestaciones, conservación y transformaciones de la energía.",2026
7,Ciencias Naturales,"Los fenómenos del mundo físico: movimiento, fuerzas, energía, luz y sonido",18,"Analizar aprovechamiento de bienes energéticos, huella ecológica, huella de carbono y consumo responsable. [EAI, EI, CDP]",2026
7,Ciencias Naturales,"La Tierra, el universo y sus cambios",19,"Reconocer instrumentos para estudiar astros y sus aplicaciones. [EAI, ECD]",2026
7,Ciencias Naturales,"La Tierra, el universo y sus cambios",20,"Comprender galaxias, grupos, cúmulos y supercúmulos.",2026
7,Ciencias Naturales,"La Tierra, el universo y sus cambios",21,"Aproximarse al origen, evolución y destino del universo y a la teoría del Big Bang.",2026
