grade,area,axis,content_number,content_text,source_year
5,Ciencias Sociales,"Las sociedades, la vida cotidiana y las prácticas culturales",19,Conmemoraciones y celebraciones colectivas significativas para la comunidad nacional y local. EI,2026
5,Ciencias Sociales,"Las sociedades, la vida cotidiana y las prácticas culturales",20,"Diversas formas de vida, creencias y valores en el marco de principios éticos y derechos consensuados universalmente. CDP",2026
5,Ciencias Sociales,"Las sociedades, la vida cotidiana y las prácticas culturales",21,"Comunicación, diálogo, consenso y cooperación como herramientas para la construcción de la democracia y la paz. CDP, ECD",2026
6,Ciencias Sociales,Las sociedades y la construcción de los espacios,1,"Argentina en el contexto latinoamericano: localización, cartografía, integración regional, MERCOSUR y vínculos políticos y económicos. ECD",2026
6,Ciencias Sociales,Las sociedades y la construcción de los espacios,2,Bienes comunes en América Latina y su relación con la división internacional del trabajo.,2026
6,Ciencias Sociales,Las sociedades y la construcción de los espacios,3,"Actividades productivas y combinaciones de tierra, trabajo, capital y tecnología. ESI, CDP",2026
6,Ciencias Sociales,Las sociedades y la construcción de los espacios,4,Terminales portuarias e Hidrovía del MERCOSUR; representación cartográfica. ECD,2026
6,Ciencias Sociales,Las sociedades y la construcción de los espacios,5,"Composición y dinámica demográfica de Argentina y países del MERCOSUR mediante indicadores socioeconómicos y demográficos. EAI, ESI, EI, CDP",2026
6,Ciencias Sociales,Las sociedades y la construcción de los espacios,6,Procesos de urbanización en América Latina y su representación cartográfica. ECD,2026
6,Ciencias Sociales,Las sociedades y la construcción de los espacios,7,"Problemáticas ambientales latinoamericanas: multicausalidad, actores y escalas. EAI, CDP",2026
6,Ciencias Sociales,Las sociedades y la construcción de los espacios,8,Diversas formas de representación cartográfica empleando simbología convencional y escala cromática.,2026
6,Ciencias Sociales,Las sociedades y la construcción de los espacios,9,"Fuentes de información geográfica: estadísticas, censos, gráficos, planos, cartas topográficas, mapas, fotografías aéreas, imágenes satelitales y sistemas de información geográfica como Google Maps y Google Earth. ECD",2026
6,Ciencias Sociales,Las sociedades en el tiempo. Cambios y continuidades,10,"Formación del Estado Nacional: Constitución de 1853, Confederación Argentina y Estado de Buenos Aires (1853-1862). CDP",2026
6,Ciencias Sociales,Las sociedades en el tiempo. Cambios y continuidades,11,"Consolidación estatal (1862-1880): poderes, moneda y ejército nacionales; expansión territorial, conflictos con pueblos indígenas, Triple Alianza y federalización de Buenos Aires. EI",2026
6,Ciencias Sociales,Las sociedades en el tiempo. Cambios y continuidades,12,"Régimen oligárquico (1880-1916), reforma electoral de 1912 y gobiernos radicales (1916-1930). CDP",2026
6,Ciencias Sociales,Las sociedades en el tiempo. Cambios y continuidades,13,"Economía agroexportadora (1880-1930): inmigración, capital extranjero, ferrocarril, frontera agrícola y colonización santafesina. EI, ESI",2026
6,Ciencias Sociales,Las sociedades en el tiempo. Cambios y continuidades,14,"Sociedad aluvional, identidad nacional, urbanización, sectores sociales, condiciones laborales, Grito de Alcorta y La Forestal. ESI, CDP",2026
6,Ciencias Sociales,Las sociedades en el tiempo. Cambios y continuidades,15,El territorio argentino a través de la cartografía histórica: cambios y continuidades. ECD,2026
6,Ciencias Sociales,Las sociedades en el tiempo. Cambios y continuidades,16,Formas de representación gráfica del tiempo histórico: líneas históricas y mapas temporales. ECD,2026
6,Ciencias Sociales,Las sociedades en el tiempo. Cambios y continuidades,17,"Fuentes de información primarias y secundarias: escritas, gráficas, cartográficas, orales y audiovisuales. ECD",2026
6,Ciencias Sociales,"Las sociedades, la vida cotidiana y las prácticas culturales",18,"Constitución Nacional: gobierno republicano, representativo y federal; división de poderes, principios, declaraciones, derechos y garantías. CDP",2026
6,Ciencias Sociales,"Las sociedades, la vida cotidiana y las prácticas culturales",19,"Participación y organización colectiva para la defensa de los Derechos Humanos en América Latina. ESI, EAI, CDP, EI",2026
6,Ciencias Sociales,"Las sociedades, la vida cotidiana y las prácticas culturales",20,Integración regional sudamericana: MERCOSUR y bloques subnacionales como la Región Centro. CDP,2026
6,Ciencias Sociales,"Las sociedades, la vida cotidiana y las prácticas culturales",21,Conmemoraciones y celebraciones colectivas significativas para la comunidad nacional y local. EI,2026
6,Ciencias Sociales,"Las sociedades, la vida cotidiana y las prácticas culturales",22,"Diversas formas de vida, creencias y valores en el marco de principios éticos y derechos consensuados universalmente. CDP",2026
6,Ciencias Sociales,"Las sociedades, la vida cotidiana y las prácticas culturales",23,"Comunicación, diálogo, consenso y cooperación como herramientas para la construcción de la democracia y la paz. CDP, ECD",2026
7,Ciencias Sociales,Las sociedades y la construcción de los espacios,1,"Organización territorial actual y globalización: dimensiones, factores, causas e impacto de internet y redes informáticas en la vida cotidiana. ECD",2026
7,Ciencias Sociales,Las sociedades y la construcción de los espacios,2,"América Latina y Argentina en el mundo: ubicación, vínculos económicos, políticos y culturales; organismos internacionales y bloques económicos. CDP, ECD",2026
7,Ciencias Sociales,Las sociedades y la construcción de los espacios,3,"Manejo de recursos naturales: enfoques extractivista, conservacionista y sustentable; bienes comunes como alternativa. EAI",2026
7,Ciencias Sociales,Las sociedades y la construcción de los espacios,4,Procesos productivos latinoamericanos y tecnologías: expansión de fronteras agrícolas y explotación petrolera. EAI,2026
7,Ciencias Sociales,Las sociedades y la construcción de los espacios,5,"Problemáticas ambientales globales y nacionales: cambio climático, biodiversidad, contaminación, acuerdos internacionales y políticas locales. EAI, CDP",2026
7,Ciencias Sociales,Las sociedades y la construcción de los espacios,6,"Urbanización, metrópolis y megalópolis; condiciones de vida y trabajo; uberización y trabajo remoto. CDP, ESI, ECD",2026
7,Ciencias Sociales,Las sociedades y la construcción de los espacios,7,"Herramientas cartográficas: mapas temáticos, imágenes satelitales, Google Maps, Google Earth y SIG en línea. ECD",2026
7,Ciencias Sociales,Las sociedades en el tiempo. Cambios y continuidades,8,"Crisis de 1930: agotamiento agroexportador, industrialización sustitutiva, nuevo rol estatal, migraciones internas y golpe de Estado. EI, CDP",2026
7,Ciencias Sociales,Las sociedades en el tiempo. Cambios y continuidades,9,"Totalitarismos europeos, Segunda Guerra Mundial, aliados, Eje y genocidio: Holocausto/Shoá. CDP, ESI",2026
7,Ciencias Sociales,Las sociedades en el tiempo. Cambios y continuidades,10,"Peronismo (1943-1955): Estado y trabajadores, mercado interno, bienestar, consumos culturales y rol político-laboral de las mujeres. ESI, CDP",2026
7,Ciencias Sociales,Las sociedades en el tiempo. Cambios y continuidades,11,Guerra Fría y su impacto mundial; auge y crisis del Estado de Bienestar. CDP,2026
7,Ciencias Sociales,Las sociedades en el tiempo. Cambios y continuidades,12,"Doctrina de la Seguridad Nacional, dictaduras de 1966 y 1976 y movilización social y política. CDP, ESI",2026
7,Ciencias Sociales,Las sociedades en el tiempo. Cambios y continuidades,13,"Última dictadura cívico-militar (1976-1983): prácticas genocidas, delitos de lesa humanidad y organismos de Derechos Humanos. CDP, ESI",2026
7,Ciencias Sociales,Las sociedades en el tiempo. Cambios y continuidades,14,"Guerra de Malvinas de 1982: crisis de la dictadura, impacto social, combatientes, mujeres y reconocimiento santafesino a exsoldados. CDP, ESI",2026
7,Ciencias Sociales,Las sociedades en el tiempo. Cambios y continuidades,15,"Recuperación democrática de 1983: Derechos Humanos, CONADEP, juicio a las juntas y participación republicana. CDP, ESI",2026
7,Ciencias Sociales,Las sociedades en el tiempo. Cambios y continuidades,16,Caída del muro de Berlín y transformaciones geopolíticas mundiales.,2026
7,Ciencias Sociales,Las sociedades en el tiempo. Cambios y continuidades,17,"Políticas neoliberales desde 1990: trabajo, pobreza, marginación y nuevas movilizaciones sociales. CDP, ESI",2026
7,Ciencias Sociales,Las sociedades en el tiempo. Cambios y continuidades,18,"Fuentes primarias y secundarias: documentos oficiales, prensa, testimonios, mapas históricos, archivos audiovisuales y recursos digitales. ECD",2026
7,Ciencias Sociales,"Las sociedades, la vida cotidiana y las prácticas culturales",19,"Políticas de la memoria ante hechos traumáticos: genocidio armenio, Holocausto/Shoá, dictaduras latinoamericanas y Malvinas. CDP, ESI",2026
7,Ciencias Sociales,"Las sociedades, la vida cotidiana y las prácticas culturales",20,"Sistemas políticos, ejercicio del poder y autoridad; partidos políticos y movimientos sociales en la ampliación de derechos y ciudadanía. ESI, EAI, EI, CDP",2026
7,Ciencias Sociales,"Las sociedades, la vida cotidiana y las prácticas culturales",21,"Diversidad cultural y medios: representación, estereotipos, acceso a la información y alfabetización mediática y digital. EI, ECD",2026
7,Ciencias Sociales,"Las sociedades, la vida cotidiana y las prácticas culturales",22,Conmemoraciones y celebraciones colectivas significativas para la comunidad nacional y local.,2026
1,Lengua y Literatura,Oralidad,1,"Participar en conversaciones sobre experiencias personales, juegos, textos literarios y actividades escolares.",2026
1,Lengua y Literatura,Oralidad,2,Usar fórmulas de cortesía y respetar turnos de habla.,2026
1,Lengua y Literatura,Oralidad,3,"Relatar experiencias, anécdotas y renarrar textos literarios con propósitos diversos.",2026
1,Lengua y Literatura,Oralidad,4,Organizar información oral en secuencias simples.,2026
1,Lengua y Literatura,Oralidad,5,"Describir objetos, animales y personas a partir de rasgos observables.",2026
1,Lengua y Literatura,Oralidad,6,Comprender y producir instrucciones breves vinculadas con juegos y situaciones escolares.,2026
1,Lengua y Literatura,Oralidad,7,Dar explicaciones breves sobre temas de interés y formular preguntas para obtener información.,2026
1,Lengua y Literatura,Oralidad,8,Expresar opiniones y comentarios sobre temas de interés y lecturas compartidas.,2026
1,Lengua y Literatura,Oralidad,9,Escuchar comprensivamente textos literarios y no literarios leídos o expresados oralmente.,2026
1,Lengua y Literatura,Escritura,10,Escribir palabras simples y complejas.,2026
1,Lengua y Literatura,Escritura,11,Comprender y usar el principio alfabético.,2026
1,Lengua y Literatura,Escritura,12,Aplicar correspondencias entre fonemas y grafemas.,2026
1,Lengua y Literatura,Escritura,13,Escribir oraciones con complejidad creciente.,2026
1,Lengua y Literatura,Escritura,14,Separar las palabras de manera convencional en la escritura.,2026
1,Lengua y Literatura,Escritura,15,Usar convenciones ortográficas y signos de puntuación enseñados.,2026
1,Lengua y Literatura,Escritura,16,"Escribir narraciones breves, anécdotas y renarraciones.",2026
1,Lengua y Literatura,Escritura,17,"Escribir descripciones sencillas, retratos o autorretratos.",2026
1,Lengua y Literatura,Escritura,18,"Escribir instrucciones breves como recetas, reglas de juegos o normas.",2026
1,Lengua y Literatura,Escritura,19,"Participar en situaciones de planificación, escritura, revisión y reformulación.",2026
1,Lengua y Literatura,Lectura,20,Leer palabras simples y complejas.,2026
1,Lengua y Literatura,Lectura,21,Leer oraciones breves.,2026
1,Lengua y Literatura,Lectura,22,Participar en lectura dialógica o interactiva de textos literarios.,2026
1,Lengua y Literatura,Lectura,23,Participar en lectura de textos no literarios de diversos géneros.,2026
1,Lengua y Literatura,Lectura,24,Leer en distintos soportes y portadores.,2026
1,Lengua y Literatura,Lectura,25,"Explorar paratextos: tapa, contratapa, imágenes y otros indicios.",2026
1,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,26,Identificar y analizar sonidos dentro de las palabras.,2026
1,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,27,Reconocer correspondencias fonográficas regulares y otras dependientes del contexto.,2026
1,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,28,Reconocer dígrafos.,2026
1,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,29,Ampliar vocabulario y reconocer palabras desconocidas.,2026
1,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,30,Formar familias de palabras a partir de una raíz común.,2026
1,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,31,Reconocer relaciones básicas de semejanza y oposición entre palabras.,2026
1,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,32,Reconocer la oración como unidad de sentido.,2026
1,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,33,"Reconocer elementos básicos de una narración: espacio, tiempo, acciones y personajes.",2026
1,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,34,Reflexionar sobre dudas ortográficas frecuentes.,2026
1,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,35,Usar mayúscula al inicio de oración y en nombres propios.,2026
1,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,36,Usar punto final.,2026
1,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,37,Reconocer signos de interrogación y exclamación.,2026
1,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,38,Identificar sílabas en palabras escritas.,2026
1,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,39,"Distinguir características básicas de hablar, escuchar, leer y escribir.",2026
1,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,40,Reconocer la diversidad de formas de hablar presentes en la comunidad y en Argentina.,2026
1,Lengua y Literatura,Literatura,41,Participar en conversaciones literarias sobre textos escuchados o leídos.,2026
1,Lengua y Literatura,Literatura,42,"Compartir interpretaciones, preferencias y relaciones entre literatura y experiencia personal.",2026
1,Lengua y Literatura,Literatura,43,Participar en situaciones de lectura literaria y escritura de invención.,2026
1,Lengua y Literatura,Literatura,44,"Leer cuentos tradicionales, populares, fábulas y leyendas.",2026
1,Lengua y Literatura,Literatura,45,"Reconocer personajes, lugares y acontecimientos centrales de los relatos.",2026
1,Lengua y Literatura,Literatura,46,"Leer y escuchar poemas, canciones, nanas, rondas, coplas, adivinanzas y trabalenguas.",2026
1,Lengua y Literatura,Literatura,47,"Reconocer repeticiones, imágenes sensoriales y rimas.",2026
1,Lengua y Literatura,Literatura,48,"Disfrutar de la escucha de cuentos, novelas y géneros poéticos orales.",2026
1,Lengua y Literatura,Literatura,49,"Crear títulos, nombres de personajes, adivinanzas, versos u otras producciones a partir de textos leídos.",2026
1,Lengua y Literatura,Literatura,50,Usar paratextos literarios como pistas para anticipar y relacionar sentidos.,2026
2,Lengua y Literatura,Oralidad,1,"Conversar sobre experiencias personales, juegos, textos literarios y actividades escolares.",2026
2,Lengua y Literatura,Oralidad,2,Usar fórmulas de cortesía y respetar turnos de habla.,2026
2,Lengua y Literatura,Oralidad,3,"Relatar experiencias, anécdotas y renarrar textos con diferentes propósitos.",2026
2,Lengua y Literatura,Oralidad,4,Organizar oralmente información en secuencias simples.,2026
2,Lengua y Literatura,Oralidad,5,"Describir objetos, animales y personas atendiendo a rasgos observables.",2026
2,Lengua y Literatura,Oralidad,6,Comprender y producir instrucciones breves vinculadas con situaciones escolares y lúdicas.,2026
2,Lengua y Literatura,Oralidad,7,Explicar temas de interés y formular preguntas abiertas y cerradas.,2026
2,Lengua y Literatura,Oralidad,8,Expresar opiniones y comentarios sobre temas de interés y lecturas compartidas.,2026
2,Lengua y Literatura,Oralidad,9,Escuchar comprensivamente textos literarios y no literarios.,2026
2,Lengua y Literatura,Escritura,10,Escribir palabras simples y complejas con creciente autonomía.,2026
2,Lengua y Literatura,Escritura,11,Aplicar correspondencias fonográficas regulares y multívocas.,2026
2,Lengua y Literatura,Escritura,12,Conocer el nombre y el orden de las letras del abecedario.,2026
2,Lengua y Literatura,Escritura,13,Escribir oraciones de complejidad creciente.,2026
2,Lengua y Literatura,Escritura,14,Segmentar convencionalmente las palabras.,2026
2,Lengua y Literatura,Escritura,15,Aplicar convenciones ortográficas y de puntuación.,2026
2,Lengua y Literatura,Escritura,16,"Escribir narraciones, descripciones e instrucciones breves.",2026
2,Lengua y Literatura,Escritura,17,"Planificar, escribir, revisar y reformular producciones.",2026
2,Lengua y Literatura,Lectura,18,"Leer palabras, oraciones y textos breves.",2026
2,Lengua y Literatura,Lectura,19,Desarrollar progresivamente la fluidez lectora.,2026
2,Lengua y Literatura,Lectura,20,Participar en lectura dialógica en voz alta.,2026
2,Lengua y Literatura,Lectura,21,Realizar lecturas silenciosas de textos adecuados al grado.,2026
2,Lengua y Literatura,Lectura,22,Leer textos literarios y no literarios de distintos géneros y formatos.,2026
2,Lengua y Literatura,Lectura,23,Leer en soportes y portadores variados.,2026
2,Lengua y Literatura,Lectura,24,Explorar paratextos para anticipar información y sentidos.,2026
2,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,25,Identificar y analizar sonidos en las palabras.,2026
2,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,26,Aplicar correspondencias fonográficas y reconocer dígrafos.,2026
2,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,27,"Reconocer sustantivos, adjetivos y verbos por su función básica.",2026
2,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,28,Ampliar vocabulario y consultar significados desconocidos.,2026
2,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,29,Usar prefijos y sufijos frecuentes para formar palabras.,2026
2,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,30,Reconocer sinonimia y antonimia.,2026
2,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,31,Reconocer oración y párrafo como unidades de sentido.,2026
2,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,32,Reconocer elementos de la narración y su organización cronológica.,2026
2,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,33,Reconocer personajes principales y secundarios.,2026
2,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,34,Reflexionar sobre correspondencias ortográficas frecuentes.,2026
2,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,35,"Usar mayúsculas, punto y aparte y punto final.",2026
2,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,36,Usar progresivamente la tilde en palabras frecuentes.,2026
2,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,37,Identificar sílabas y aproximarse al reconocimiento de la sílaba tónica.,2026
2,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,38,Reflexionar sobre diferencias entre oralidad y escritura.,2026
2,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,39,Reconocer variedades lingüísticas de la comunidad y del país.,2026
2,Lengua y Literatura,Literatura,40,Participar en conversaciones literarias con interpretaciones progresivamente más complejas.,2026
2,Lengua y Literatura,Literatura,41,"Expresar preferencias sobre géneros, autores y obras.",2026
2,Lengua y Literatura,Literatura,42,"Leer cuentos tradicionales, cuentos de fórmula, clásicos revisitados, cuentos de autor y libros álbum.",2026
2,Lengua y Literatura,Literatura,43,Reconocer personajes principales y secundarios y acontecimientos centrales.,2026
2,Lengua y Literatura,Literatura,44,Establecer relaciones temporales entre acontecimientos del relato.,2026
2,Lengua y Literatura,Literatura,45,"Leer historietas y reconocer secuencia narrativa, viñetas y globos.",2026
2,Lengua y Literatura,Literatura,46,Leer poemas y otros géneros poéticos orales.,2026
2,Lengua y Literatura,Literatura,47,Reconocer componentes sonoros y semánticos como rima e imágenes sensoriales.,2026
2,Lengua y Literatura,Literatura,48,"Crear escenas, títulos, personajes, historietas, narraciones o poemas a partir de lecturas.",2026
2,Lengua y Literatura,Literatura,49,"Participar en circuitos de lectura: biblioteca, feria, club de lectura u otros.",2026
3,Lengua y Literatura,Oralidad,1,Sostener el tema de una conversación integrando aportes de otros.,2026
3,Lengua y Literatura,Oralidad,2,Expresar opiniones propias y comenzar a fundamentarlas.,2026
3,Lengua y Literatura,Oralidad,3,"Relatar experiencias, hechos del entorno y renarrar textos ficcionales y no ficcionales.",2026
3,Lengua y Literatura,Oralidad,4,Organizar cronológicamente acciones e incorporar descripciones.,2026
3,Lengua y Literatura,Oralidad,5,Realizar descripciones detalladas y organizadas.,2026
3,Lengua y Literatura,Oralidad,6,"Producir instrucciones con secuencia lógica, precisión léxica y claridad.",2026
3,Lengua y Literatura,Oralidad,7,Realizar exposiciones breves adecuadas al tema y al destinatario.,2026
3,Lengua y Literatura,Oralidad,8,Identificar ideas principales y emplear vocabulario específico al exponer.,2026
3,Lengua y Literatura,Oralidad,9,"Usar voz, ritmo, pausas y gestualidad en exposiciones.",2026
3,Lengua y Literatura,Oralidad,10,Justificar puntos de vista sobre temas de interés y consumos culturales.,2026
3,Lengua y Literatura,Oralidad,11,Escuchar comprensivamente textos literarios y no literarios.,2026
3,Lengua y Literatura,Escritura,12,Escribir palabras complejas con autonomía creciente.,2026
3,Lengua y Literatura,Escritura,13,Escribir oraciones con complejidad sintáctica y semántica creciente.,2026
3,Lengua y Literatura,Escritura,14,Segmentar palabras convencionalmente.,2026
3,Lengua y Literatura,Escritura,15,Aplicar convenciones ortográficas y de puntuación.,2026
3,Lengua y Literatura,Escritura,16,"Escribir narraciones, descripciones e instrucciones atendiendo a rasgos del género.",2026
3,Lengua y Literatura,Escritura,17,"Planificar, textualizar, revisar y reformular textos.",2026
3,Lengua y Literatura,Lectura,18,Leer textos breves con fluidez y entonación.,2026
3,Lengua y Literatura,Lectura,19,Participar en lectura dialógica y avanzar hacia lectura autónoma.,2026
3,Lengua y Literatura,Lectura,20,Leer en voz alta y en silencio.,2026
3,Lengua y Literatura,Lectura,21,Leer textos literarios y no literarios de diversos géneros y formatos.,2026
3,Lengua y Literatura,Lectura,22,"Leer historias de vida, infografías, cartas, noticias, fichas, biografías y avisos, entre otros.",2026
3,Lengua y Literatura,Lectura,23,Explorar paratextos para construir anticipaciones y sentidos.,2026
3,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,24,Conceptualizar sustantivos y distinguir comunes y propios.,2026
3,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,25,Reconocer género y número y reglas básicas de plural y género.,2026
3,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,26,Formar aumentativos y diminutivos.,2026
3,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,27,Reconocer adjetivos calificativos y verbos de acción y sus funciones.,2026
3,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,28,Ampliar vocabulario y usar diccionarios u otras fuentes de consulta.,2026
3,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,29,Formar palabras por derivación y composición.,2026
3,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,30,"Reconocer sinonimia, antonimia, hiperonimia e hiponimia.",2026
3,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,31,Reconocer oración y párrafo como unidades semánticas y sintácticas.,2026
3,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,32,Analizar elementos de la narración y los verbos que organizan acciones.,2026
3,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,33,"Reconocer elementos básicos de descripción, instrucción y explicación.",2026
3,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,34,Aplicar convenciones ortográficas propias del sistema.,2026
3,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,35,"Usar signos de puntuación, incluida la raya de diálogo.",2026
3,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,36,Reconocer sílaba tónica y usar progresivamente la tilde.,2026
3,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,37,Reflexionar sobre modalidades oral y escrita y sobre variedades lingüísticas.,2026
3,Lengua y Literatura,Literatura,38,Participar autónomamente en conversaciones literarias.,2026
3,Lengua y Literatura,Literatura,39,"Relacionar textos con experiencias, otros textos y conocimientos del mundo.",2026
3,Lengua y Literatura,Literatura,40,Leer cuentos de autor y otros relatos sosteniendo el hilo argumental.,2026
3,Lengua y Literatura,Literatura,41,"Analizar personajes, espacios, acontecimientos y motivaciones.",2026
3,Lengua y Literatura,Literatura,42,Leer historietas y reconocer convenciones del género.,2026
3,Lengua y Literatura,Literatura,43,"Leer obras teatrales breves y reconocer actos, escenas y parlamentos.",2026
3,Lengua y Literatura,Literatura,44,Leer poemas y reconocer recursos sonoros y semánticos.,2026
3,Lengua y Literatura,Literatura,45,"Producir escenas nuevas, diálogos, historietas, narraciones y poemas.",2026
3,Lengua y Literatura,Literatura,46,"Usar diversos medios expresivos: escritura, audio, video, dramatización e imagen.",2026
3,Lengua y Literatura,Literatura,47,Participar en bibliotecas y otros circuitos de circulación literaria.,2026
4,Lengua y Literatura,Oralidad,1,Reconocer la intención comunicativa y el tópico del intercambio en conversaciones y debates; diferenciar hechos y opiniones.,2026
4,Lengua y Literatura,Oralidad,2,"Relatar oralmente atendiendo a personajes, acciones y organización de la narración.",2026
4,Lengua y Literatura,Oralidad,3,Realizar exposiciones y explicaciones sobre temas de estudio.,2026
4,Lengua y Literatura,Oralidad,4,"Describir seres, objetos, paisajes y situaciones con vocabulario pertinente.",2026
4,Lengua y Literatura,Oralidad,5,Comprender y producir instrucciones identificando propósito y secuencia de acciones.,2026
4,Lengua y Literatura,Oralidad,6,"Escuchar comprensivamente retratos, biografías, noticias, textos de divulgación, cuentos, consignas y opiniones.",2026
4,Lengua y Literatura,Oralidad,7,Usar la voz y el cuerpo de manera adecuada al exponer.,2026
4,Lengua y Literatura,Escritura,8,Escribir narraciones con estructura básica y acciones ordenadas cronológicamente.,2026
4,Lengua y Literatura,Escritura,9,Describir personajes dentro de narraciones.,2026
4,Lengua y Literatura,Escritura,10,Escribir descripciones breves enumerando características de seres y objetos.,2026
4,Lengua y Literatura,Escritura,11,Usar adjetivos calificativos en descripciones.,2026
4,Lengua y Literatura,Escritura,12,Escribir instrucciones simples con pasos y elementos necesarios.,2026
4,Lengua y Literatura,Escritura,13,Usar verbos frecuentes propios de las instrucciones.,2026
4,Lengua y Literatura,Escritura,14,Escribir explicaciones breves con estructura pregunta-respuesta o problema-solución.,2026
4,Lengua y Literatura,Escritura,15,Usar vocabulario técnico o disciplinar en explicaciones.,2026
4,Lengua y Literatura,Escritura,16,Expresar opiniones y puntos de vista en argumentaciones breves.,2026
4,Lengua y Literatura,Escritura,17,"Escribir diálogos breves atendiendo al orden de los intercambios, la raya de diálogo y los signos de interrogación y exclamación.",2026
4,Lengua y Literatura,Escritura,18,"Planificar, textualizar, revisar y reescribir producciones.",2026
4,Lengua y Literatura,Lectura,19,Leer en voz alta con fluidez textos diversos.,2026
4,Lengua y Literatura,Lectura,20,Respetar pausas indicadas por puntuación y acentuación.,2026
4,Lengua y Literatura,Lectura,21,"Aplicar estrategias de comprensión antes, durante y después de leer.",2026
4,Lengua y Literatura,Lectura,22,Activar conocimientos previos y ampliar vocabulario.,2026
4,Lengua y Literatura,Lectura,23,Identificar información explícita e inferir información implícita.,2026
4,Lengua y Literatura,Lectura,24,Relacionar textos con experiencias personales.,2026
4,Lengua y Literatura,Lectura,25,Organizar hechos y acciones principales.,2026
4,Lengua y Literatura,Lectura,26,Identificar el tema del texto.,2026
4,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,27,"Reconocer sustantivos concretos y abstractos, género y número.",2026
4,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,28,"Analizar concordancia entre sustantivos, artículos y adjetivos.",2026
4,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,29,"Trabajar diminutivos, aumentativos y familias de palabras.",2026
4,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,30,Reconocer adjetivos calificativos y su concordancia.,2026
4,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,31,Reconocer verbos y sus funciones en textos.,2026
4,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,32,Analizar componentes básicos de la oración.,2026
4,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,33,Reflexionar sobre coherencia textual y organización de ideas en párrafos.,2026
4,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,34,"Reconocer propósitos y componentes de narraciones, descripciones, explicaciones, instrucciones y argumentaciones.",2026
4,Lengua y Literatura,Conocimiento y reflexión sobre la lengua y los textos,35,"Reflexionar sobre ortografía, acentuación y puntuación en los textos producidos.",2026
4,Lengua y Literatura,Literatura,36,Leer textos de tradición oral y textos literarios de autor en distintos formatos.,2026
